1421,0x17736022db0a67f85e9525a2b932610f82ca970b,common
759,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
454,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
1134,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
399,0xb54e954ccfcc49a4a663072f86420645b46fb877,common
178,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
516,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
1471,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
579,0x008bf2e3fe640ecf7c6d228bfe5f1c61044ebe0a,common
1114,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
348,0x008bf2e3fe640ecf7c6d228bfe5f1c61044ebe0a,common
1184,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
460,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
1166,0x008bf2e3fe640ecf7c6d228bfe5f1c61044ebe0a,common
78,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
804,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
350,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
1117,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
860,0xb54e954ccfcc49a4a663072f86420645b46fb877,common
684,0xcd9b8d84d229577662f649f72bca5e4f87e89728,common
1179,0xb54e954ccfcc49a4a663072f86420645b46fb877,common
1331,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
92,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
937,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
562,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
258,0xb54e954ccfcc49a4a663072f86420645b46fb877,common
764,0x7a7bbf4a290d7385c33aab7f4c4869ca7dab31c3,common
368,0x9782f166bafe23ba7d6951276e902157ab83ef63,common
337,0x17736022db0a67f85e9525a2b932610f82ca970b,common
1502,0x17736022db0a67f85e9525a2b932610f82ca970b,common
1414,0xb54e954ccfcc49a4a663072f86420645b46fb877,common
499,0xb54e954ccfcc49a4a663072f86420645b46fb877,common
285,0x132deb1e27df6289a9c1bf3e815e3e945f0af53a,common
490,0x17736022db0a67f85e9525a2b932610f82ca970b,common
1185,0x008bf2e3fe640ecf7c6d228bfe5f1c61044ebe0a,common
640,0x2295547040bcba05b4e9f5f593a01c4b5bf3a343,common
192,0xcd9b8d84d229577662f649f72bca5e4f87e89728,common
